tweet,time
"Ohhh I heard that someone around me bought TCS at 4000 for Target of 4500.

But I’m seeing that 3400 is coming.
Sorry for this holy shit to happen.

#NIFTYIT #Nifty #NSE #nseindia #stockmarkets #StockMarketindia #stockmarketcrash",2022-01-24T18:58:36.000Z
"If you are losing your sleep due to stock market conditions either you are doing something great or doing some terribly wrong things.

#Nifty #sharemarket #stockmarkets",2022-01-24T18:58:36.000Z
"Everything is falling except Gold, why?

maybe some big guys are hedging their position,

but the big question is why they are hedging, 
1. before fed meeting 
2. Russia-Ukraine tensions can become big.

#Nifty",2022-01-24T18:58:36.000Z
"#Nifty to Investor: Buy me now, Trust me... its bottom. If not now then when?

Knock Knock... 

#DowJones enters

What did you say? 

#Nifty: Abhi to giravat suru hui hai 



#StockMarketindia",2022-01-24T18:58:36.000Z
"24 Jan 2022
Should be declared as 'Red-Candles' day  in Indian Stock Market.

#stockmarkets
#Nifty #Sensex #BTC",2022-01-24T18:58:36.000Z
"The more it falls, its better for investment...
Remember ""correction is temporary growth is permanent""
#stockmarkets 
#investment 
#Nifty 
#nifty50",2022-01-24T18:58:36.000Z
"#Sensex doesnt look good. US markets unstable. Expect more turbulance tomorrow when market opens. Trade carefully. 

#Nifty
#Sensex
#BSE
#NSE",2022-01-24T18:58:36.000Z
"24 Jan 2022
Should be declared as 'Red-Candles' day  in Indian Stock Market.

#stockmarkets
#Nifty #Sensex #BTC",2022-01-24T18:07:41.000Z
"The more it falls, its better for investment...
Remember ""correction is temporary growth is permanent""
#stockmarkets 
#investment 
#Nifty 
#nifty50",2022-01-24T18:07:41.000Z
"#Sensex doesnt look good. US markets unstable. Expect more turbulance tomorrow when market opens. Trade carefully. 

#Nifty
#Sensex
#BSE
#NSE",2022-01-24T18:07:41.000Z
"Buy on dip, has become dip dip dip barasa #Nifty  #Sensex #banknifty #marketcrash #StockMarketindia",2022-01-24T18:07:41.000Z
"Friends , looking at #dowjones might give a sadistic picture, but #nifty is already oversold so even if it falls it will rise soon. Don't panic sell, think march 2020 gave such huge opportunity... 
   Have faith, this too shall pass.",2022-01-24T18:07:41.000Z
"I think stock market needs booster dose 
#StockMarketindia #Nifty #sensex",2022-01-24T18:07:41.000Z
"At 11 .15 pm Nasdaq (-) 650 and SGXnifty (-350) ...We should declare NSE close tomorrow 25-1-2022 !! else bloodbath !!
@sahneydeepak
@PRSundar64
@AnyBodyCanFly
@AmitabhJha3
#Nifty
#SGXNIFTY
#DowJones
#NASDAQ",2022-01-24T18:07:41.000Z
The only last hope for #Nifty is to have nirmala candle like last year #Budget2021 will it be? Will history repeats? Or will it be moka Moka? #Sensex #nifty50 #marketcrash #bloodbath,2022-01-24T18:07:41.000Z
"#Nifty 
-1000 points in a day",2022-01-24T18:07:41.000Z
"Save the Dates 
Nifty down 2.91% on 26/11/21
Nifty down 2.66% on 24/01/22

#nifty #nse #nifty50",2022-01-24T18:07:41.000Z
"Girls, go n marry the one jiska portfolio aaj bhi green hai. 
#bloodbath #Nifty #stockmarkets",2022-01-24T18:07:41.000Z
"""Sell your home and lands"" are the new normal for "" Buy On Dips ! ""
#DowJones 
#NASDAQ 
#Nifty #sensex 
#buythedip",2022-01-24T18:07:41.000Z
"DIP DIP Barsi Nifty,  nifty ne aag lagaai

Aag lagi jo portfolio m,  kisi defensive stock ne na wo aag bujhaai.

Where is ""SO CALLED FMCG and IT GIANTS"" to save nifty
#buythedip #Nifty #banknifty  #stockmarkets",2022-01-24T18:07:41.000Z
"Tonight even dreams will come in RED COLOUR #Nifty  #SGXNIFTY #DowJones #NASDAQ 
@AshwaniGujral6
 @PRSundar64
 @Abhishekkar_
 @Mitesh_Engr",2022-01-24T18:07:41.000Z
"Other: US & Indian markets are bleeding 
Smart Investors: Ye toh Republic Day Sale hai.

Loot Sako toh loot lo 

#Nifty #StockMarketindia #NASDAQ",2022-01-24T18:07:41.000Z
"#Nifty #DowJones 
While we all talkd abt rising interest rates, inflation etc. Nobody really took notice of geopolitical turmoil between Russia & the world over Ukraine.
Russia has increased its troops near Ukraine border, the fear of attack is haunting the markets 
(1/3)",2022-01-24T18:07:41.000Z
"FII and DII Trading activities as on 24Jan2022
FII F&O (Net)+4275.66Cr
FII INDEX FUTURES-1572.52Cr
FII INDEX  OPTIONS+6133.82Cr
FII STOCK FUTURES-1093.21Cr
FII STOCK OPTIONS+807.57Cr
FII CASH-3751.58Cr
DII CASH+74.88Cr
#Nifty #bloodbath #StaySafe",2022-01-24T18:07:41.000Z
"Every retail investor now: Bhai Republic day offers k liye poocha, woh bhi online marketplace mein, share market mein nahi 
#stockmarkets #Nifty #sensex",2022-01-24T18:07:41.000Z
"If #Nifty opens 300 gap down automatically selling pressure will increase and we can see what happened today!

#stockmarkets #sharemarket #bearmarket #nifty50",2022-01-24T18:07:41.000Z
Are the #Bear(s) out of hibernation early?  #Reversal #bearmarket #stockmarkets #DowJones #Nifty,2022-01-24T18:07:41.000Z
"Tomorrow gonna be worst day  for  sure .
#Nifty 
#stockmarkets",2022-01-24T18:07:41.000Z
"#Nifty #nifty50 Buy Above 16823 Tgt 16888, 16953 and 17018 (Nifty Spot Levels)

Sell Below 16758 Tgt 16693, 16629 and 16574 (Nifty Spot Levels)",2022-01-24T18:07:41.000Z
"Tracking markets in such times is great learning.But resist the temptation to act on every move.What works well is making an allocation plan, keeping SIPs on, & tinkering only when out of range. Without a plan, how many dips will you buy? #StockMarketindia #stocks #nifty",2022-01-24T18:07:41.000Z
"SGX nifty shows nifty will open 400+ point down tomorrow
#SGXNifty #Nifty",2022-01-24T18:07:41.000Z
"The Only thing which u should keep in mind during the correction is

1. Proper Risk Management
2.Dont Overtrade 
3. At times being a Silent observer is good
4. Respect the Market ,it will Respect u back

#Nifty #investing 
@kuttrapali26
 @jointhreedots
 @Puretechnicals9",2022-01-24T18:07:41.000Z
"If #Nifty opens 300 gap down automatically selling pressure will increase and we can see what happened today!

#stockmarkets #sharemarket #bearmarket #nifty50",2022-01-24T17:49:30.000Z
Are the #Bear(s) out of hibernation early?  #Reversal #bearmarket #stockmarkets #DowJones #Nifty,2022-01-24T17:49:30.000Z
"Tomorrow gonna be worst day  for  sure .
#Nifty 
#stockmarkets",2022-01-24T17:49:30.000Z
"#Nifty #nifty50 Buy Above 16823 Tgt 16888, 16953 and 17018 (Nifty Spot Levels)

Sell Below 16758 Tgt 16693, 16629 and 16574 (Nifty Spot Levels)",2022-01-24T17:49:30.000Z
"Tracking markets in such times is great learning.But resist the temptation to act on every move.What works well is making an allocation plan, keeping SIPs on, & tinkering only when out of range. Without a plan, how many dips will you buy? #StockMarketindia #stocks #nifty",2022-01-24T17:49:30.000Z
"SGX nifty shows nifty will open 400+ point down tomorrow
#SGXNifty #Nifty",2022-01-24T17:49:30.000Z
"The Only thing which u should keep in mind during the correction is

1. Proper Risk Management
2.Dont Overtrade 
3. At times being a Silent observer is good
4. Respect the Market ,it will Respect u back

#Nifty #investing 
@kuttrapali26
 @jointhreedots
 @Puretechnicals9",2022-01-24T17:49:30.000Z
"republic day par pure week off hona chahiye, ab to ek ye hi rasta h apne portfolio k bachne ka #nifty #sharemarket",2022-01-24T17:49:30.000Z
"Dow Jones, NASDAQ and S&P should bottom out today .....
#Nifty #DowJones #NASDAQ #buythedip #stockmarkets",2022-01-24T17:49:30.000Z
"बॉटम् बॉटम् सब काहे, अस्सल बॉटम् बने न कोय,
जब अस्सल बॉटम् बने, रोकडा बचा न होय|
#Nifty #nifty50",2022-01-24T17:49:30.000Z
"SGX NIFTY showings  16,693, -364, -2.13(Time:11.07), What can we expect tomorrow #nifty #SGXNIFTY #Sensex",2022-01-24T17:49:30.000Z
"#SGX Nifty currently 
..
.
.
.
SGX Nifty down 330+ points

#Nifty #sensex #StockMarket 
#StockMarketindia",2022-01-24T17:49:30.000Z
"#NASDAQ, #Bitcoin and #Nifty had competition today who will fall more for the day.",2022-01-24T17:49:30.000Z
There is not going to be any hike in LTCG that’s just rumours nothing else markets are falling as global markets are tumbling. #StockMarketindia #Nifty,2022-01-24T17:49:30.000Z
"Markets can show you the highest highs & lowest lows.

Few days bk stalwarts were focusing upon the earnings season .. no one is taking abt it now 

This is what markets does to you. 

Sara focus De- focus Ho chuka hai . Sara ध्यान SGX #Nifty पर केंद्रित है :) jagte raho ",2022-01-24T17:49:30.000Z
"Short term traders will be now long term investors.. 
is this #bubbleburst ?
#nifty
#banknifty",2022-01-24T17:49:30.000Z
"#NASDAQ  #Nifty #bearmarket   

I just bought a stock yesterday and it went 100% up
it came down just 50% down today
where do i stand now..",2022-01-24T17:49:30.000Z
"What should one do in a falling market?

HOLD if you have no cash
Continue SIP if you have cash

#stockmarkets #Nifty #investing",2022-01-24T17:49:30.000Z
"How many are buying the dips now?
#stockmarkets #buythedip #nifty #investing #trading",2022-01-24T17:49:30.000Z
"Is this stock market/crypto crash indicating towards serious Russia-Ukraine tensions?

#stockmarkets #Nifty #Bitcoin",2022-01-24T17:49:30.000Z
"#Nifty 

Water Fall


#stockmarkets",2022-01-24T17:49:30.000Z
"In Hospital Investor and Nurse

Patient: I invested 1 crore in stock market. Next week I will get 10L profit  
Nurse: Better you Sell your Kidney 

#Nifty
#bearmarket 
#sensex 
#marketcrash 
#yazhfinance",2022-01-24T17:49:30.000Z
"My system gave sell signal on 19 jan 
@18000
 
Kya me sach me itane paise bana ra hu #SGXNIFTY #Nifty #stockmarkets",2022-01-24T17:49:30.000Z
"What is an ETF ?
Exchange-traded fund (ETF) is a type of investment that holds a basket of stocks and trades on the stock exchanges. You can buy and sell an ETF anytime, just like a stock.
#investing #trading #ETFs #Nifty #stockmarkets #StockMarketindia",2022-01-24T17:49:30.000Z
"I am telling you once again 

Don't watch SGX 
#Nifty",2022-01-24T17:49:30.000Z
"What should one do in a falling market?

HOLD if you have no cash
Continue SIP if you have cash

#stockmarkets #Nifty #investing",2022-01-24T17:30:43.000Z
"How many are buying the dips now?
#stockmarkets #buythedip #nifty #investing #trading",2022-01-24T17:30:43.000Z
"Is this stock market/crypto crash indicating towards serious Russia-Ukraine tensions?

#stockmarkets #Nifty #Bitcoin",2022-01-24T17:30:43.000Z
"#Nifty 

Water Fall


#stockmarkets",2022-01-24T17:30:43.000Z
"In Hospital Investor and Nurse

Patient: I invested 1 crore in stock market. Next week I will get 10L profit  
Nurse: Better you Sell your Kidney 

#Nifty
#bearmarket 
#sensex 
#marketcrash 
#yazhfinance",2022-01-24T17:30:43.000Z
"My system gave sell signal on 19 jan 
@18000
 
Kya me sach me itane paise bana ra hu #SGXNIFTY #Nifty #stockmarkets",2022-01-24T17:30:43.000Z
"What is an ETF ?
Exchange-traded fund (ETF) is a type of investment that holds a basket of stocks and trades on the stock exchanges. You can buy and sell an ETF anytime, just like a stock.
#investing #trading #ETFs #Nifty #stockmarkets #StockMarketindia",2022-01-24T17:30:43.000Z
"I am telling you once again 

Don't watch SGX 
#Nifty",2022-01-24T17:30:43.000Z
"Red means it's not a blood bath it's a full of opportunities, Try to grab good fundamentals stocks. Don't get panic and don't sell any stocks if you have confidence on your holdings.

#Nifty #sensex #crsh #Correction #stockmarkets",2022-01-24T17:30:43.000Z
"Investors think only Buy and Sell are decisions. In my view, Not so.

Holding is also a decision.
Waiting is also a decision.
Saying 'No is also a decision.
Doing Nothing is also a decision.

#Nifty
#Sensex #investing #stockmarkets 
#trading",2022-01-24T17:30:43.000Z
"Fall just before budget is not new for Indian Indices. Have a look at this:

Pre Budget Fall in NIFTY-

Year 2020: 12450 to 11600

Year 2021: 14750 to 13600

Year 2022: 18350 to 17149

And everytime Nifty made Fresh High after budget.

#investing
#Nifty
#stockmarkets 
#Sensex",2022-01-24T17:30:43.000Z
"I'm sure now we all miss trump pumping up the market to save the day 

#marketcrash #Nifty #stocks #marketmissestrump",2022-01-24T17:30:43.000Z
"Not getting the reason behind the fall!
#Dowjones #NASDAQ #Nifty #Stock #Crypto",2022-01-24T17:30:43.000Z
"4 din ki Zindagi hai aur 4 din se to Nifty gire hi ja raha. 

#Nifty",2022-01-24T17:30:43.000Z
"SGX NIFTY Down Another 275 Points 

After Black Monday Are Markets Getting Ready For Black Tuesday??

Where Do You See Any Strengths??Views Welcomed

#Nifty #Sensex",2022-01-24T17:30:43.000Z
"Take a good sleep guys

Watching SGX Wont allow to Sqroff your longs at night

Jo hona ha kal subha 9:15 k baad hi hona hai

#Nifty #SGXNIFTY",2022-01-24T17:30:43.000Z
"Buy normal good cos. 
Itc , tata consumer, godrej consumer, colgate, hdfc bank , infosys , akzo nobel timken , goodyear, tata motor remain attractive,#Nifty",2022-01-24T17:30:43.000Z
"I used to get profit when I feed 2 stray dogs at least once a day. 

For last 4-5 days Im feeding them twice or thrice. 

Today I fed almost 9 dogs multiple times. 

Will I be profitable tomorrow ?? 

#Nifty #stockmarkets #trading #banknifty",2022-01-24T17:30:43.000Z
"Call Holders will be admit in ICU 

#stockmarkets 
#bearmarket 
#Nifty",2022-01-24T17:30:43.000Z
"Tomorrow we can see following important study on Indian financial news channels.
1. Nifty P/E ratio at 52 week low
2. BANKNIFTY is looking more comfortable in comparison with Nifty Index
3. Quality buying in Consumption stocks
4. All blame of crash goes to Fintech and IPOs
#Nifty",2022-01-24T17:30:43.000Z
"Twitter gurus are feeling bad now -

Why we have posted “Buy The Dip” so early.



#nifty #banknifty",2022-01-24T17:30:43.000Z
"Breaking News
Nifty ને કોરોના પોઝિટિવ આવ્યો છે...
તો છેલા દિવસોમાં જેટલા જેટલા લોકો સંપર્ક માં આવ્યા છે,તે બધા કપડા સહિત સ્નાન કરી ને ગૃહ પ્રવેશ કરે.

#Nifty 
#crash 
#marketcrash",2022-01-24T17:30:43.000Z
"Equity markets today were unBEARable.
Ifykyk.
#Nifty #equity",2022-01-24T17:30:43.000Z
"Call Holders will be admit in ICU 

#stockmarkets 
#bearmarket 
#Nifty",2022-01-24T17:19:23.000Z
"Tomorrow we can see following important study on Indian financial news channels.
1. Nifty P/E ratio at 52 week low
2. BANKNIFTY is looking more comfortable in comparison with Nifty Index
3. Quality buying in Consumption stocks
4. All blame of crash goes to Fintech and IPOs
#Nifty",2022-01-24T17:19:23.000Z
"Twitter gurus are feeling bad now -

Why we have posted “Buy The Dip” so early.



#nifty #banknifty",2022-01-24T17:19:23.000Z
"Breaking News
Nifty ને કોરોના પોઝિટિવ આવ્યો છે...
તો છેલા દિવસોમાં જેટલા જેટલા લોકો સંપર્ક માં આવ્યા છે,તે બધા કપડા સહિત સ્નાન કરી ને ગૃહ પ્રવેશ કરે.

#Nifty 
#crash 
#marketcrash",2022-01-24T17:19:23.000Z
"Equity markets today were unBEARable.
Ifykyk.
#Nifty #equity",2022-01-24T17:19:23.000Z
stocks which were running upward last year won't be running ahead this time... make sure to bet on right horses. #swingtrading #nifty #banknifty,2022-01-24T17:19:23.000Z
"Dalal street, Wall Street, crypto market all bleeding red. #marketcrash #NASDAQ #crash #Nifty #BSE",2022-01-24T17:19:23.000Z
"purely speculative call- thursday expiry will be epic, there will be reversal by thursday so thinking of taking a zero hero nifty option call. pura tukka!

#Nifty",2022-01-24T17:19:23.000Z
"Top 5 companies in which FIIs have increased their holding.

1. Triveni turbine
2. Vijaya Diagnostic centre
3. CAMS
4. Supreme Industries 
5. Saregama India

#stockstowatch #Nifty #stockmarkets",2022-01-24T17:19:23.000Z
"Markets will never provide u ready answers....it will always spell out puzzles...if u are perseverant enough, u will figure out ur deal...#investing #Nifty",2022-01-24T17:19:23.000Z
"मैं जानता हूँ, कहानी का आखिरी मंजर
कितनी ही राह तकु, वो पलट के आएगा नहीं

- Today's Trader

#Nifty
#sensex #sharemarket #stockmarkets",2022-01-24T17:19:23.000Z
"After a month no one will talk about this correction. 

#Nifty #Banknifty",2022-01-24T17:19:23.000Z
"Tomorrow, a nice feast again for bears .  Huge gap down by a minimum ? #stockmarkets #Nifty",2022-01-24T17:19:23.000Z
"Meme Day #Nifty
I am like - Bring it on ",2022-01-24T17:19:23.000Z
लगता है कल भी मार्किट में मार काट मचेगी.........#nifty #banknifty,2022-01-24T17:19:23.000Z
There is only ~6% and ~5% fall in #Nifty and #banknifty from recent high. #investing,2022-01-24T17:19:23.000Z
"The goal of a successful trader is to make the best trades, money comes second. Let’s join and learn “Nifty Mean Reversion” with 
@vohicapital
 @tradersgurukul
 NIFTY BANKER 2.0 
@moneycontrolcom
#MyEspresso #EspressoInvest #TradersGurukul #Nifty #EspressoInvest #MoneyControl",2022-01-24T17:19:23.000Z
"Kal hi 16500 a jayega kya?

#Nifty",2022-01-24T17:19:23.000Z
"Hows the Josh bulls ??
#marketcrash
#sensex #Nifty #sgxnifty",2022-01-24T17:19:23.000Z
"It's been long we haven't seen a low circuit on nifty.......
Just a thought...
#banknifty 
#Nifty 
#Niftybank 
#nifty50 
#INTRADAY 
#OptionsTrading 
#DXY 
@AnilSinghvi_
 
@_anujsinghal",2022-01-24T17:19:23.000Z
"ना खरीद ने का मौका दिया, ना बेचने का...
#stockmarkets 
#Dowjones 
#Nifty",2022-01-24T17:19:23.000Z
Many people are tweeting soon  1 share of #zomato will be equal to 1 Kg of tomato .It looks scary as prices of  in my city is Rs. 20/-. #valuation #nifty #StockMarketindia #investing,2022-01-24T17:19:23.000Z
"I'm gonna post only Warren Buffett quotes till #stockmarket recovers. That's my hedge against the fall

#equity #Nifty",2022-01-24T17:19:23.000Z
"Share market going to crash or what ? Blood Bath 

#Sensex 
#Nifty",2022-01-24T17:19:23.000Z
"FII's bought - Bull market

FII's sold - Bear market

When you take credit on Bulls, you must accept bears too

This is for present government

#BJP #Congress #Nifty #Sensex",2022-01-24T17:19:23.000Z
"It's been long we haven't seen a low circuit on nifty.......
Just a thought...
#banknifty 
#Nifty 
#Niftybank 
#nifty50 
#INTRADAY 
#OptionsTrading 
#DXY 
@AnilSinghvi_
 
@_anujsinghal",2022-01-24T16:54:54.000Z
