tweet,time
where do you see nifty on 1 january 2023 50,2022-01-01T06:12:33.000Z
last 10 years nifty performance at beginning of every new year jan month 2012 11 99 2013 1 65 2014 3 82 2015 6 46 2016 4 69 2017 4 24 2018 4 72 2019 0 46 2020 1 9 2021 2 58,2022-01-01T06:12:33.000Z
i wish everybody a happy new year 2022 i wish your happiness and health graph to rise up everyday and break last 52 week s high options options,2022-01-01T06:12:33.000Z
nifty weekly expiry view range for 3 6 jan 2022 view bullish narrow range 17150 17650 broad range 17100 17700 50 s,2022-01-01T06:12:33.000Z
futures vs option buying in futures profit will be 100 points in 100 points upmove margin will be 1 4 lac approx if i buy 500 points far straddle i e nifty at 17300 i will buy 16800 as a bull and will buy 17800 as a bear to earn same with margin approx 30000,2022-01-01T06:12:33.000Z
irrespective of the market cycle 16 out of the last 20 years ended in green and produced around 15 cagr buying in panic and staying in the course always help,2022-01-01T06:12:33.000Z
wishing all of you a very happy healthy and wonderful new year let the bygones be bygones let loose all the past failure and pain let s start this change of date with actual change of our fate to a brighter future ahead,2022-01-01T09:31:58.000Z
omicron is highly contagious but not dangerous like delta the market has most probably sensed that there won t be any serious damage because of omicron the fall from 17500 to 16410 was mostly the omicron damage alone,2022-01-01T09:31:58.000Z
i think the market has discounted the omicron newsflow the market may dip but not by much and all dips will likely get bought soon 17450 likely to be taken out soon,2022-01-01T09:31:58.000Z
stay in harmony with the markets at all times it is an unfettered beast with its own mind and very unpredictable in the short term,2022-01-01T09:31:58.000Z
the market is unpredictable at all times and it moves up down and sideways no one knows when these moves happen and how much the market moves most people are trying to time these moves as well as the extent of these moves that is why they all lose money,2022-01-01T09:31:58.000Z
stock market cycle knowledge transition junk today may not be junk tomorrow quality today may not be quality tomorrow today s junk may be tomorrow s quality today s quality may be tomorrow s junk,2022-01-01T09:31:58.000Z
nifty 50 high 18 604 nifty 50 low 13 597 nifty 50 biggest gainer tata motor nifty 50 biggest looser hero moto number of unicron 42,2022-01-01T09:31:58.000Z
monday trade plan jan 3 capture big gap up through itm call writing with hedge position,2022-01-01T09:31:58.000Z
mamaearth parent company honasa consumer becomes first unicorn of 2022 honasa consumer which sells its products under the labels of mamaearth the derma co and house of brands said it has raised 52 million in the latest funding round led by sequoia ma,2022-01-01T09:31:58.000Z
there was a time when i earned more than 80 lac in a year then profits came down to 8 lac when i showed ego to markets and stopped learning i learned important lesson never be arrogant be spiritual and respect markets also help others for success,2022-01-01T09:31:58.000Z
why retailer lose most of the time retailer always starting with intraday or swing trading when position stuck they became long term inverstor big fund manager always stick with certain rules,2022-01-01T09:31:58.000Z
nifty mean is at 16500 so the mean reversion that started in october 2021 is not complete,2022-01-01T09:31:58.000Z
year 2022 year of zigzag move year of high vix n will end as doji candle,2022-01-01T09:31:58.000Z
is intact some people still dreaming for big correction or crash lol they dont even realize that nifty is already up by 1000 points in just 2 3 weeks keep dreaming i see market going to rise to 22000 in 2022 agree,2022-01-01T09:31:58.000Z
the unified payments interface upi has ended the year on a record high clocking rs 8 26 lakh crore worth of transactions in december the latest data from the national payments corporation of india npci shows,2022-01-01T09:31:58.000Z
question from my guru are you passionate or motivated to trade in markets my answer passionate as motivation always follow passion you cannot keep anyone motivated unless he is passionate about it,2022-01-01T09:31:58.000Z
wish you a perfect 2022 2 cmp 0 stop loss 22 target,2022-01-01T09:31:58.000Z
as year 2022 has started i am keeping a goal for myself capital to be used 5 lakhs profit expected no expectations market is supreme method option buying intraday goal atleast a 100,2022-01-01T09:31:58.000Z
twitter flooded with new year stocks reco,2022-01-01T12:49:57.000Z
the market corrects and perma bears get excited and weak and fake bulls get scared we have had just a 12 correction from the highs after the market had rallied 145 from the march 2020 lows,2022-01-01T12:49:57.000Z
to win the game you ve got to be in the game at all times,2022-01-01T12:49:57.000Z
cpse despite a stellar 2021 performance of 47 vs nifty 50 26 has delivered only 3 5 vs 17 7 over 5 yrs,2022-01-01T12:49:57.000Z
the nifty had taken support near the junction of the 40 wema the weekly lower bollinger band in the penultimate week in the last week it witnessed recovery thereon on december 31,2022-01-01T12:49:57.000Z
the sensex was up 459 50 points or 0 80 at 58 253 82 and the nifty was up 150 points or 0 87 at 17 354 about 2335 shares have advanced 947 shares declined and 90 shares are unchanged,2022-01-01T12:49:57.000Z
mistake to short this market unless omicron gets way out of hand which looks unlikely to me new highs are coming sooner than most think,2022-01-01T12:49:57.000Z
the market has rallied from from 16410 to 17400 almost 1000 points from the lows and this is despite the omicron newsflow i don t think we will go down much from here,2022-01-01T12:49:57.000Z
17200 on the downside and 17450 on the upside only these 2 levels matter currently,2022-01-01T12:49:57.000Z
omicron newsflow likely to lure shortsellers shorts likely to be in big trouble soon,2022-01-01T12:49:57.000Z
in past decade has never followed up a 18 return year with a follow through 2010 18 25 in 2011 2012 28 7 in 2013 2014 31 4 in 2015 2017 28 3 in 2018 2021 24 so bulls bracing for a challenge in 2022,2022-01-01T12:49:57.000Z
most people are going to trade the omicron negative newsflow and i think they are going to be trapped the market has probably moved on and fully discounted the negative omicron newsflow,2022-01-01T12:49:57.000Z
2021 was a phenomenal year with soaring over 24 per cent interestingly in the past 10 years whenever has provided returns of over 15 per cent in a calendar year the following year has been a killjoy should investors be prepared for a bearish trend in 2022,2022-01-01T12:49:57.000Z
i do not think we will go below 17200 easily,2022-01-01T12:49:57.000Z
the general public is worried about omicron but the market has probably discounted it fully by now unlikely we will dip a lot from here nevertheless always manage risk,2022-01-01T12:49:57.000Z
the bull trap phase is not over in indian market you may see some uprising in upcoming days which give hope to retail investors in reality market is still overvalued,2022-01-01T12:49:57.000Z
swiggy zomato to pay 5 gst from today amid new gst norms currently restaurants registered under gst are collecting and depositing the tax also cab aggregators like uber and ola will have to collect five per cent goods and services tax gst for booking,2022-01-01T12:49:57.000Z
shiba inu was the most popular crypto in 2021 here s how bitcoin the world s most popular cryptocurrency is in second position with 145 million views about 43 million more than shiba inu according to coinmarketcap market,2022-01-01T12:49:57.000Z
happy new year to all hope you pay highest ever taxes from the highest ever profits you gonna generate from stock markets in the year 2022,2022-01-01T12:49:57.000Z
bulls have consolidated well between 17200 and 17300 and we are most likely going to break 17450 now,2022-01-01T12:49:57.000Z
those who keep telling you about the negatives for the market or why it will only fall are mostly the ones who have been left out or have lost a ton gambling in the market until now ignore these haunted souls,2022-01-01T14:36:49.000Z
choose a life of abundance and not a life of stress and misery make peace with the market,2022-01-01T14:36:49.000Z
never go to war with the market it is always fatal,2022-01-01T14:36:49.000Z
join the a team stop fighting the market it is unbeatable,2022-01-01T14:36:49.000Z
when you are wrong in the market there is no sympathy ever the market loves punishing very brutally all those who fight it,2022-01-01T14:36:49.000Z
you are a confirmed loser right from the start when you fight some battles fighting the market is definitely one of those,2022-01-01T14:36:49.000Z
sgx nifty is showing a negative 79 point opening for monday i think regardless of how we open we will close positive let s see,2022-01-01T14:36:49.000Z
let me tell you all a secret new highs are coming ride this bull and manage risk at all times it is going to be bumpy but new highs will certainly come,2022-01-01T14:36:49.000Z
i express my thoughts honestly and candidly on the market here anything and everything i write can be completely wrong at all times always do your own due diligence cheers,2022-01-01T14:36:49.000Z
perma bears short every high as well as every correction shorting is an addiction and i think this addiction is fatal,2022-01-01T14:36:49.000Z
biggest threats to indian markets in 2022 1 global liquidity situation 2 outcome of 3 if pandemic throws another surprise,2022-01-01T14:36:49.000Z
slowly and steadily bulls recaptured 16782 16891 and now 17200 17450 is next this market looks headed for new highs,2022-01-01T14:36:49.000Z
if you want to play this game you ve got to play it right all the time,2022-01-01T14:36:49.000Z
those who are clueless about their own life and have only been punched in the face trying to fight this market day in and day out are the only ones who seem to definitely know where the market is headed in the short term how amusing ridiculous,2022-01-01T14:36:49.000Z
when you are always trading probabilities how can risk management ever be left out the market is always about probabilities and never about certainties,2022-01-01T14:36:49.000Z
the market makes zig zag moves on its way to new highs on every fall shorts are lured and weak fake and over leveraged bulls get flushed out the cycle keeps repeating new highs come inevitably,2022-01-01T14:36:49.000Z
trust no one and trust nothing in the market but your risk management plan alone,2022-01-01T15:58:49.000Z
there will be no stopping and anyone dismissing it through any technical or fundamental bs reasoning will be forced to eat their words you can take this to the bank preferably hdfc bank lol disclaimer invested since long,2022-01-01T15:58:49.000Z
the most popular risk management plan for most people in the market is hope,2022-01-01T15:58:49.000Z
only loss of 17200 now will be weakness unlikely bulls will surrender 17200 easily now,2022-01-01T15:58:49.000Z
simple is beautiful very true in the market keep your trading strategies simple they work wonders,2022-01-01T15:58:49.000Z
learn from your mistakes in the market after all you ve paid for each and every one of them haven t you,2022-01-01T15:58:49.000Z
don t expect different outcomes when you keep repeating the same mistakes,2022-01-01T15:58:49.000Z
unfollow every furu worship the market alone,2022-01-01T15:58:49.000Z
don t jump counters don t flip bullish to bearish and vice versa choose the right underlying trade the right position size be consistent always,2022-01-01T15:58:49.000Z
fear grips you when you have no risk management plan,2022-01-01T15:58:49.000Z
package xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx reqd a true bull and an excellent risk manager,2022-01-01T15:58:49.000Z
petrol diesel prices unchanged for a month check rates petrol and diesel prices today in the national capital petrol is being sold for rs 95 41 per litre while diesel rates stood at rs 86 67 per litre market,2022-01-01T15:58:49.000Z
if this is your new year resolution you are on a right path i will invest my money in hdfc bank instead of next hdfc bank in a hope hdfc bank will acquire the next hdfc bank,2022-01-01T15:58:49.000Z
you must hv heard people talking aaj market kaisa hai this means on a particular day whether is up or down,2022-01-01T15:58:49.000Z
once we get over 17450 and hold it for a few sessions this market will likely race away to new highs,2022-01-01T15:58:49.000Z
most retail is now overwhelmed with the omicron negative newsflow and will either exit or short big mistake this i think i think the market has already fully discounted the omicron impact,2022-01-01T15:58:49.000Z
bulls will not surrender 17200 easily now,2022-01-01T15:58:49.000Z
my new year resolution is to lose money in trading through charts that i used to anyways lose in 2021 through screen time,2022-01-01T15:58:49.000Z
in stock market alphabet p can make or break our fortunes p patience p panic select the p wisely,2022-01-01T15:58:49.000Z
from what i read omicron has already peaked out in south africa and is expected to peak out in the us by jan end i do not think omicron will be any serious threat to the market after the fall we have already had it seems to me it has been priced in,2022-01-02T00:29:11.000Z
what is imp for entry and exit in a trade,2022-01-02T00:29:11.000Z
01 01 mon 1 nifty potential distribution to happen between between 17450 to 17600 levels before a high likely reversal in coming two days 2 banknifty first ultra high volume candle could potentially confirm distribution 36000 acting as a key level,2022-01-02T00:29:11.000Z
where will nifty expire this week 6th jan 2022 50 expiry,2022-01-02T00:29:11.000Z
view year 2022 expect a year of consolidation and minor correction 15 20 deep correction in the market was in 2008 09 2012 13 2016 17 2020 and now probably in 2023 24 act accordingly and use correction to build your pf happy new year and happy investing,2022-01-02T00:29:11.000Z
2021 saw the gain 24 making it the best year of annual returns since 2017 it was the year where bulls mostly had their way but not before a couple of months where the bears also active was higher by 22 at the end of 2021 50,2022-01-02T00:29:11.000Z
trade what you see and not what you think,2022-01-02T00:29:11.000Z
it takes around 7 8 years of experience in to understand that in the long term beating returns of is not that easy as it seems and a very few can actually achieve this,2022-01-02T00:29:11.000Z
in general never average a losing trade,2022-01-02T00:29:11.000Z
happy new year to all fellow traders,2022-01-02T00:29:11.000Z
is the next big airdrop,2022-01-02T00:29:11.000Z
maruti suzuki sales dropped 4 to 1 53 1499 units in december 2021 in december 2021 the domestic sales slipped 13 per cent to 1 30 869 units last month as against 1 50 288 units in december 2020 market,2022-01-02T00:29:11.000Z
bonds rupee declined in 2021 as oil prices caused rate hike concerns indian bonds and the rupee weakened in 2021 weighed down by sharply higher crude oil prices which pushed up inflation and raised concerns over potential interest rate market,2022-01-02T00:29:11.000Z
oil registers biggest annual gain since at least 2016 report brent ended the year up 50 5 per cent its biggest gain since 2016 while wti posted a 55 5 per cent gain the strongest performance for the benchmark contract since 2009 market,2022-01-02T00:29:11.000Z
making money in the stock market will get much harder in 2022 2020 21 were outlier years markets make such large moves only after ext fear boredom or both in retail none exist today,2022-01-02T00:29:11.000Z
mahindra mahindra total sales rose 11 to 39 157 units in december 2021 in the commercial vehicles segment the company sold 18 418 vehicles in the domestic market last month as against 16 795 units in december 2020 an increase of 10 per cent market,2022-01-02T00:29:11.000Z
2021 rewind nifty has given 22 returns midcaps 44 returns small caps 50 nifty it metal and real state were top gainers with over 50 gains this year sbin is up 70 while kotak bank is down 10,2022-01-02T00:29:11.000Z
many people are asking about bottom made a temporary bottom at 16410 it will be broken i will inform my followers in advance as usual about everything,2022-01-02T00:29:11.000Z
jan 06 2022 bearish view 17050 if it cross 16800 bullish view 17650 if it cross 18000,2022-01-02T00:29:11.000Z
as covid is hitting us again and i m a newbie in share market any advice for me related to the market that will benefit me,2022-01-02T00:29:11.000Z
gst collection stood at rs 1 29 lakh crore in december 2021 gst revenue collected in december was over rs 1 29 lakh crore 13 per cent higher than the same month last year though it was lower than rs 1 31 lakh crore mopped up in november market,2022-01-02T00:29:11.000Z
in ongc ntpc ioc but not dept free,2022-01-02T00:29:11.000Z
previous swing high was 17639 from there we dropped to 16410 high on friday was 17400 bulls are not going to allow this momentum to slip by easily tue wed thu we were stuck in the 17200 300 range now we are over 17300,2022-01-02T04:36:13.000Z
any close above 17450 will signal bulls are now in total control journey to new highs has most probably started from the u turn at 16410,2022-01-02T04:36:13.000Z
trade the price not the omicron headlines otherwise you will get it wrong,2022-01-02T04:36:13.000Z
a weak and fearful mind succumbs to negative newsflow very easily manage risk very well trade fearlessly at all times,2022-01-02T04:36:13.000Z
slowly and steadily bulls are regaining their footing,2022-01-02T04:36:13.000Z
bears argument we dont want to see patterns we only know from 20th dec nifty moved up because fiis were on holiday and they wanted nifty at resistance after they jojn so that they can sell high they place market orders not limit as they value time more than the money,2022-01-02T04:36:13.000Z
don t be afraid of any dip buy any and every dip very very hard ensure you never over leverage if you can t manage risk trading derivatives just quit,2022-01-02T04:36:13.000Z
santa claus did come to town for the bulls in past 10 sessions nifty 944 pts from lows on 20 dec 2021 to 31 dec 2021 close the big contributors to this 944 pt up move infy10 reliance9 hdfcbank8 icicibank7 tcs6 hcltech5,2022-01-02T04:36:13.000Z
don t fall for the omicron newsbytes i think the market has already discounted it fully,2022-01-02T04:36:13.000Z
nifty many people want to join my market membership but as per my principle first i cheak their horoscope if i see positive trading benifit yoga than after i allow to be my member because i m not after only money always well wishers for u,2022-01-02T04:36:13.000Z
this market looks unwilling to tank much 17200 looks to be a solid support now omicron unlikely to dent the bull charge,2022-01-02T04:36:13.000Z
eat like chicken shit like elephant but if you want to make immense wealth than just think out of the box new mantra eat like elephant shit like chicken think this twice and you will gonna reveal a new world,2022-01-02T04:36:13.000Z
50 will make new top in feb 2022 i can be completely wrong,2022-01-02T04:36:13.000Z
hdfc life completes acquisition of exide life merger soon hdfc life insurance has completed the acquisition of exide life by allotting over 8 7 crore shares of the company to exide industries the insurer said on saturday market,2022-01-02T04:36:13.000Z
banks to remain closed on these days in january 2022 full list here bank holidays in january 2022 banks will remain closed on account of a few festivals this month under the negotiable instruments acts in a few states market,2022-01-02T04:36:13.000Z
the omicron damage got fully priced in at 16410,2022-01-02T04:36:13.000Z
first tunneling drive for delhi metro s 4th phase completed check details delhi metro phase iv the tunnelling has started from vikaspuri in continuation of the magenta line tunnel that has been already constructed for the botanical garden janakpuri west corridor,2022-01-02T04:36:13.000Z
never buy a stock which is in downtrend however undervalued it may look there always a reason future,2022-01-02T04:36:13.000Z
these were the 3 most traded strategies in 2021 by me which one is your favorite do vote and let me know,2022-01-02T04:36:13.000Z
trader makes a quick fortune in bearish market where as investor makes good fortune slowly in bullish market think twice,2022-01-02T04:36:13.000Z
to every body i have started listening to ebook called atomic habits by james clear i look forward to changing tiny bits in my habits every day and see the compounding effect same goes with trading also,2022-01-02T04:36:13.000Z
spot buying started next spot nifty target 22600 buy buy buy,2022-01-02T08:23:52.000Z
india s foreign owned assets rose by 37 3 billion in september quarter according to india s international investment position the liabilities stood at 1 258 9 billion during the july september quarter market,2022-01-02T08:23:52.000Z
new new new varient comes corona delta omicron florona buy pharma and it fund safty first,2022-01-02T08:23:52.000Z
all eyes on the first of week january as this crucial week sets the tone and trend for the entire year,2022-01-02T08:23:52.000Z
petrol diesel prices remain unchanged across metro cities check rates petrol and diesel prices today in the national capital petrol is being sold for rs 95 41 per litre while diesel rates stood at rs 86 67 per litre market,2022-01-02T08:23:52.000Z
stressed bulls will cut loose fully above 17450 17400 to 17640 will likely see another round of consolidation before we take off bulls cannot lose 17200 now loss of 17200 will be a serious warning now,2022-01-02T08:23:52.000Z
has moved close to 950 points in the last 10 trading sessions fiis were net sellers in 8 10 days this is brilliant amidst all the negativity,2022-01-02T08:23:52.000Z
don t be fooled by the omicron fear mongering the market is far smarter than any of us follow price action people lie price does not lie do not over leverage ever,2022-01-02T08:23:52.000Z
zig zag moves are going to happen on the way to new highs the market will keep flushing out every weak fake and over leveraged bull you will lose your pot of gold if you exit because of fear manage risk very well stay in the game at all times,2022-01-02T08:23:52.000Z
the market cares only about lockdowns economic impacts it has no emotions and is heartless omicron unlikely to have any economic impact like what we had in 2020,2022-01-02T08:23:52.000Z
bn was the weak link until now bulls must hold 35k on bn once above 36200 36300 bn bulls will be on a firm footing loss of 34500 on bn will be worrisome,2022-01-02T08:23:52.000Z
cyient the stock is at a major support level and attempting to move up now the immediate resistance levels are 1090 and 1150 500 it,2022-01-02T08:23:52.000Z
new highs coming soon bulls must not lose 17200 now,2022-01-02T08:23:52.000Z
if you had lost money in options in 2021 you will keep losing money in options in 2022 also stop,2022-01-02T08:23:52.000Z
spot extreme indicator at 25 indicator reversal stays and in positive zone bringing in momentum and the index galloped to close strong near the highs of the day reversal level 17267nf data analysis dec 06th oi is bullish with range of 17200 17600,2022-01-02T08:23:52.000Z
above 17200 the bulls have it,2022-01-02T08:23:52.000Z
the market loves you when you love it the market kills you when you fight it period,2022-01-02T10:54:16.000Z
preparing clean reliable data seems to be the biggest challenge with building a backtesting system starting to build a list of 10 years index constituents for nifty50 nifty200 nifty500,2022-01-02T10:54:16.000Z
all those who have lost in the market are the ones who willfully chose to fight the market,2022-01-02T10:54:16.000Z
there will be several times you get tested for your faith in the market you must have a firm belief and an unwavering faith in the market at all times choose the right underlying and manage your risk well at all times,2022-01-02T10:54:16.000Z
bull markets have no tops ever,2022-01-02T10:54:16.000Z
those who keep flashing screenshots of their profits or keep scribbling about their gains now and then are merely attention seekers who most probably have been crucified by the market several times until now,2022-01-02T10:54:16.000Z
miracles unfold when you love the market nightmare unfolds when you fight it,2022-01-02T10:54:16.000Z
what s new and closes at new highs on last day of 2021,2022-01-02T10:54:16.000Z
all those tv furus you love and follow will only make you a gambling addict and you will go bankrupt following their tips pin this tweet,2022-01-02T10:54:16.000Z
day trading is gambling buying naked options is gambling encouraging both the above is a cardinal sin subscription sellers are all conmen businessmen and eternal sinners,2022-01-02T10:54:16.000Z
the more you listen to the fearmongers the more likely you are to create a disaster for yourself just manage your risk and stay in the game at all times,2022-01-02T10:54:16.000Z
don t try to impose your will on the market the market is a wild beast that only commands and never takes anyone s directions ever,2022-01-02T10:54:16.000Z
there will always be several doomsday callers and several haunted souls spreading negativity most of them are sore losers and gambling addicts who lost it big or missed it big time ignore them,2022-01-02T10:54:16.000Z
tell yourself each day of your life god is a bull,2022-01-02T10:54:16.000Z
to me is a jungle where only fittest survives n big animals like lion tiger etc can easily eat into small animals unless they have a proper strategy study of jungle rules n exit plans to safeguard themselves to grow,2022-01-02T10:54:16.000Z
the market has humbled even the most arrogant ones who had declared war on it all who fight the market will meet the same fate pin this tweet,2022-01-02T10:54:16.000Z
history is proof of what has happened each time we have fallen and no matter how much new highs will come no matter what,2022-01-02T10:54:16.000Z
buy right sit tight ignore all the fear mongering manage risk and ride this bull all the way,2022-01-02T10:54:16.000Z
sometimes it s very difficult to exactly predict on which side will market go so what should we do as a trader go levels by levels you will enjoy the profits and sls without any fear,2022-01-02T13:13:25.000Z
bloodbath started from tomorrow,2022-01-02T13:13:25.000Z
s chart is suggesting that any dip is going to be a good buying opportunity for 17500 17600 level near term but the rising cases is raising the alarm better to wait and watch in the morning for 17300 level and not to fight against the trend,2022-01-02T13:13:25.000Z
let the bloodbath begin starting monday,2022-01-02T13:13:25.000Z
target of 100 lac profit in 2022 from option 35 lac profit from equity will post every month about target mind voice future bank,2022-01-02T13:13:25.000Z
mujhe nahe lagta 17400 ko tod ke uper ja payega monday ko,2022-01-02T13:13:25.000Z
watch 17429 it could act as resistance,2022-01-02T13:13:25.000Z
do not extrapolate moves in us european markets to our markets they are almost at life time highs while we have corrected quite a bit while they were on an upmove we were cratering we have decouple from them for sometime now,2022-01-02T13:13:25.000Z
india appeals against wto panel s ruling on sugar export subsidies india has appealed against a wto panel s ruling that the country s domestic support measures for sugar are not at par with global trade norms market,2022-01-02T13:13:25.000Z
nifty please direct contact me on 9925802925 please don t msg on twitter msg box from now will not reply only whatsapp or call 9925802925,2022-01-02T13:13:25.000Z
it s now 6 25am about to drop some personal nfts i ve been working on tryna figured out where or how to list them,2022-01-02T13:13:25.000Z
above friday s high 17400 can go till 17490 17540 17590 17615 but i m afraid that gap b w 17113 17145 will be covered sooner or later,2022-01-02T13:13:25.000Z
it s not about how many times u r right or wrong it s all about how much money u make when u r right how much u lose when u r wrong read twice think twice,2022-01-02T13:13:25.000Z
after a bullish year for the investors remain curious about the future of equity markets predicts that may see multi quarter correction of 20 in 2022 due to and,2022-01-02T13:13:25.000Z
nbfcs to see growth revival in 2022 say experts despite the raging coronavirus pandemic nbfcs showed a lot of resilience in 2021 and are expected to witness continued momentum in growth in 2022 too market,2022-01-02T13:13:25.000Z
which is most volatile,2022-01-02T13:13:25.000Z
don t gamble don t over leverage damn this is financial advise,2022-01-02T13:13:25.000Z
till when will u think about dal roti it s time u work for greater things till the time u can t think about ocean how will u know what it takes to cross it think big work for big be big tips it s easy if u blv,2022-01-02T13:13:25.000Z
andhkaar ke baad prakash post touching 18k will fall for 16k to reach around 20k get ready for a rollercoaster ride,2022-01-02T13:13:25.000Z
is in uptrend monday can be 10th day of uptrend stop 17360 i am expecting spurt in volatility,2022-01-02T13:13:25.000Z
aviation turbine fuel price hiked by 2 75 halting a declining trend of last month jet fuel or aviation turbine fuel price has been hiked by 2 75 per cent on firming international oil prices market,2022-01-02T13:13:25.000Z
pro astro view 3 jan 2022 moon and sun in sagittarius moon in sagittarius is positive but sun and moon both in sagittarius is negative mon will be high volatile day so lets see what in store for monday 50 future bank,2022-01-02T16:33:05.000Z
nifty tested 17380 17400 few times but cudn t sustain momentum let s c if nifty starts the week with some bearish moves and tests 17250 17225 again the day might end up on a bullish note for all you know,2022-01-02T16:33:05.000Z
how many of u are ready to face the market tomorrow what s your opinion for tomorrow comment below future,2022-01-02T16:33:05.000Z
week ahead upcoming events 08 jan 2022 dmart financial results,2022-01-02T16:33:05.000Z
for 2022 imp and dates for 50 04 jan 22 23 jan 22 30 jan 22 15 feb 22 02 mar 22 28 mar 22 14 apr 22 06 may 22 21 may 22 10 jun 22 21 jun 22 02 jul 22 18 jul 22 12 aug 22 19 aug 22 16 sep 22 26 sep 22 22 oct 22 08 nov 22 19 nov 22 23 dec 22,2022-01-02T16:33:05.000Z
future future some big elliot guys posting bull counts ath from last 10 days not betting for bigger upside downside last monday near 16855 again i picked one more bottom almost exited near 17300 shorted bit 17362 updated,2022-01-02T16:33:05.000Z
import cost of petroleum products rise 39 6 between 2016 17 2020 21 there has been a 39 6 per cent increase in the import cost of petroleum products in the last four years between 2016 17 and 2020 21 market,2022-01-02T16:33:05.000Z
agri theme is going to play stocks to watch out,2022-01-02T16:33:05.000Z
who is the trader that helped you most tag them below,2022-01-02T16:33:05.000Z
who s trader free money makers who do not like hardworking employees salary increment,2022-01-02T16:33:05.000Z
our biggest achievements as traders in 2021 were 1 making highest ever yearly profits will post a video of sm account soon 2 not crossing a drawdown of even 3 of trading capital due to our conservative risk management policy,2022-01-02T16:33:05.000Z
day 1 of jan series nifty 150 pts fiis bought 575 cr in cash added 11000 index future longs fii longs at 68 vs 66 before trade most imp added 57500 short index puts strong support seen at 20 dma 17162 imp levels ahead 17425 100 dma 17516 50 dma,2022-01-02T16:33:05.000Z
advisors consultants or whatever annotation u want to give they aren t hired to enhance but to manage ur behaviour minimize returns,2022-01-02T16:33:05.000Z
analysis for january 2 2022 open could depend on how asian markets open tomorrow it s opening after new year holiday and so the first hour trend will be crucial 17300 and 17200 are supports to look at with resistance at 17400 and 17500,2022-01-02T16:33:05.000Z
exam jo main padhta hun vah exam mein nahin aata hai aur jo main nahin padhta hun vah definitely aata hai stockmarket jo main expect karta hun vah nahin hota hai aur jo main expect nahin karta hun vah definitely hota hai,2022-01-02T16:33:05.000Z
the moment all experts start pumping any stock down your throat with big targets growth projects revenue comparisons take a hint stay away,2022-01-02T16:33:05.000Z
there is going to be a lot of fear mongering that you will keep listening to from all self appointed market experts ignore them all unfollow every furu manage your risk very well forget all other mumbo jumbo,2022-01-02T16:33:05.000Z
31 dec 2021 pe ratio 24 11 pe,2022-01-03T02:24:26.000Z
100dma 17427 50dma 17516 today range 17170 17425 bank 200dma 35705 20dma 35830 today range 34915 35830 flat will be in focus stocks in f o ban stocks in focus due to rising cases,2022-01-03T02:24:26.000Z
in life we can t fulfill all our dreams the unfulfilled dreams give us eagerness to move into future i couldn t complete many dreams in 2021 but certain that in 2022 i will a hopeful monday to all,2022-01-03T02:24:26.000Z
this is a bull market where every day is a crisis but one man s crisis is another man s opportunity the repricing of asset markets is the real bull market creating wealth for everyone heard from my mentor,2022-01-03T02:24:26.000Z
has formed a long bullish candle on the weekly chart a long bull candle on the daily chart in a positive sign and one may expect more upside in the short term support for the at 17 250 17 200 resistance at 17 500 17 550,2022-01-03T02:24:26.000Z
